id,tabset,pageset,pagename,item_type,item_order,item_text,item_text_es,item_text_long,item_text_long_es,item_alignment,item_font,item_cellspan,item_appendrule,item_help_bubble,item_help_bubble_es,item_help_parenting,item_help_parenting_es,item_help_legal,item_help_legal_es,item_help_code,item_help_code_es,question_group,question_field,q_label_location,q_text_location,q_text_style,q_option_location,q_option_layout,instance_number,q_subscript,item_rule,item_script,item_text_pt,item_text_long_pt
6769,,Bases,SelectBases,Question,16,,,,,left,Normal,1,end row,,,,,,,,,CompAllegation,ReprisalType,top,top,Normal,right,horizontal,0,,,,,
6770,,Bases,SelectBases,Question,17,,,,,left,Normal,1,same cell,,,,,,,,,CompAllegation,ReprisalPriorEEO_DT,top,top,Normal,right,horizontal,0,,,,,
7481,,Evidence,MgtExpWitnesses,Question,5,,,,,left,Normal,1,same cell,,,,,,,,,MgtExpWitness,FirstName,top,top,Normal,left,vertical,0,ii,,,,
6771,,Bases,SelectBases,Question,18,,,,,left,Normal,1,end row,,,,,,,,,CompAllegation,ReprisalPriorEEOType,top,top,Normal,right,horizontal_2,0,,,,,
6772,,Bases,SelectBases,Group,19,Sex group,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,"if ([[field CompAllegation_Bases]] ~= ""sex"")",,,
7483,,Evidence,MgtExpWitnesses,Question,6,,,,,center,Normal,1,same cell,,,,,,,,,MgtExpWitness,MiddleName,top,top,Normal,left,vertical,0,ii,,,,
7503,,Evidence,MgtExpWitnesses,Question,4,,,,,left,Normal,1,same cell,,,,,,,,,MgtExpWitness,Salutation,top,top,Normal,right,vertical,0,ii,,,,
7490,,Evidence,MgtExpWitnesses,Question,14,,,,,left,Normal,1,same cell,,,,,,,,,MgtExpWitness,Gender,top,top,Normal,right,horizontal_2,0,ii,,,,
7491,,Evidence,MgtExpWitnesses,Question,15,,,,,left,Normal,1,end row,,,,,,,,,MgtExpWitness,Disability,top,top,Normal,right,horizontal_3,0,ii,,,,
7492,,Evidence,MgtExpWitnesses,Question,16,,,,,left,Normal,1,end row,,,,,,,,,MgtExpWitness,RaceEthnic,top,top,Normal,right,horizontal_3,0,ii,,,,
7493,,Evidence,MgtExpWitnesses,Question,18,,,,,left,Normal,1,end row,,,,,,,,,MgtExpWitness,NationalOrigin,top,top,Normal,left,vertical,0,ii,,,,
7498,,Evidence,MgtExpWitnesses,Question,22,,,,,left,Normal,1,same cell,,,,,,,,,MgtExpWitness,Address2,top,top,Normal,left,vertical,0,ii,,,,
7499,,Evidence,MgtExpWitnesses,Question,23,,,,,left,Normal,1,same cell,,,,,,,,,MgtExpWitness,AddressCity,top,top,Normal,left,vertical,0,ii,,,,
7502,,Evidence,MgtExpWitnesses,EndDo,27,,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
7488,,Evidence,MgtExpWitnesses,Question,12,,,,,left,Normal,1,end row,,,,,,,,,MgtExpWitness,Statement,top,top,Normal,left,vertical,0,ii,,,,
6807,,Management,ChainOfCommand,Question,11,,,,,left,Normal,1,same cell,,,,,,,,,Management,SupLevel1Age,top,top,Normal,left,horizontal_4,0,,,,,
7084,,General,ReasAccommodation,Question,60,,,,,left,Normal,1,end row,,,,,,,,,Disability,MedicalDocumentationApprovalDT,top,top,Normal,right,horizontal_6,0,,,,,
7085,,General,ReasAccommodation,EndGroup,61,,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
7086,,General,ReasAccommodation,Group,62,Medical documentation denial,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,"If ([[data  Disability_MedicalDocumentationApprovalDenial]] = ""insufficient"")",,,
7087,,General,ReasAccommodation,Question,63,,,,,left,Normal,1,end row,,,,,,,,,Disability,MedicalDocumentationDenialMgtName,top,top,Normal,right,horizontal_6,0,,,,,
7088,,General,ReasAccommodation,Question,64,,,,,left,Normal,1,same cell,,,,,,,,,Disability,MedicalDocumentationDenialDT,top,top,Normal,right,horizontal_6,0,,,,,
7089,,General,ReasAccommodation,Question,65,,,,,left,Normal,1,end row,,,,,,,,,Disability,MedicalDocumentationDenialReason,top,top,Normal,right,horizontal_6,0,,,,,
7213,,General,ReasAccommodation,SeparatorLine,76,SeparatorLine,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
7212,,General,ReasAccommodation,SeparatorLine,84,SeparatorLine,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
7150,,General,ReasAccommodation,Question,114,,,,,left,Normal,1,end row,,,,,,,,,Disability,RARequired,left_flush,top,Normal,right,horizontal_5,0,ii,,,,
7223,,General,ADR,Text,1,Informal Complaint Phase,,,,left,bodyBold,1,end row,,,,,,,,,,,,,,,,,,,,,
7282,,Evidence,MgtNotice,Text,1,Harassment,,,,left,bodyBold,1,end row,,,,,,,,,,,,,,,,,,,,,
7283,,Evidence,MgtNotice,Question,2,,,,,left,Normal,1,end row,,,,,,,,,CompAllegation,MgtNoticeOrigin,top,top,Normal,right,horizontal,0,,,,,
7284,,Evidence,MgtNotice,Question,3,,,,,left,Normal,1,end row,,,,,,,,,CompAllegation,MgtNoticeCompDate,top,top,Normal,right,horizontal,0,,,,,
7285,,Evidence,MgtNotice,Question,4,,,,,left,Normal,1,end row,,,,,,,,,CompAllegation,MgtNoticeMethod,top,top,Normal,right,horizontal_4,0,,,,,
7286,,Evidence,MgtNotice,Question,5,,,,,left,Normal,1,end row,,,,,,,,,CompAllegation,MgtNoticeCompManager,top,top,Normal,right,horizontal,0,,,,,
7287,,Evidence,MgtNotice,Question,6,,,,,left,Normal,1,end row,,,,,,,,,CompAllegation,MgtNoticeWitnessName,top,top,Normal,right,horizontal,0,,,,,
7288,,Evidence,MgtNotice,Question,7,,,,,left,Normal,1,end row,,,,,,,,,CompAllegation,MgtNoticeCompManagerNoticeStatement,top,top,Normal,right,horizontal,0,,,,,
7289,,Evidence,MgtNotice,Question,8,,,,,left,Normal,1,end row,,,,,,,,,CompAllegation,MgtNoticeCompManagerReactionDate,top,top,Normal,right,horizontal,0,,,,,
7290,,Evidence,MgtNotice,Question,9,,,,,left,Normal,1,end row,,,,,,,,,CompAllegation,MgtNoticeWitnessStatementName,top,top,Normal,right,horizontal,0,,,,,
7291,,Evidence,MgtNotice,Question,10,,,,,left,Normal,1,end row,,,,,,,,,CompAllegation,MgtNoticeWitnessStatementName,top,top,Normal,right,horizontal,0,,,,,
7381,,General,ADR,Text,29,Outcome,,,,left,bodyBold,1,end row,,,,,,,,,,,,,,,,,,,,,
7188,,General,ReasAccommodation,Question,29,,,,,left,Normal,1,same cell,,,,,,,,,Disability,NumberOfRARequests,top,top,Normal,top,horizontal_4,0,,,,,
7180,,General,ReasAccommodation,EndGroup,38,,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
7064,,General,ReasAccommodation,Question,51,,,,,left,Normal,1,end row,,,,,,,,,Disability,MedicalDocumentationPrimaryExpertNameComp,left_flush,top,Normal,right,horizontal_6,0,,,,,
7065,,General,ReasAccommodation,Question,52,,,,,left,Normal,1,end row,,,,,,,,,Disability,MedicalDocumentationPrimaryExpertQualComp,left_flush,top,Normal,right,horizontal_6,0,,,,,
7501,,Evidence,MgtExpWitnesses,Question,25,,,,,left,Normal,1,end row,,,,,,,,,MgtExpWitness,AddressZip,top,top,Normal,left,vertical,0,ii,,,,
7119,,General,ReasAccommodation,EndDo,56,,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
7177,,General,ReasAccommodation,Question,57,,,,,left,Normal,1,end row,,,,,,,,,Disability,MedicalDocumentationApprovalDenial,left_flush,top,Normal,right,horizontal_6,0,,,,,
7090,,General,ReasAccommodation,EndGroup,66,,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
7214,,General,ReasAccommodation,Group,80,RU - IF Similar privileges,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,"If ([[data  Disability_NonDisabledEEsWComparablePrivileges]] = ""have"")",,,
7157,,General,ReasAccommodation,Question,1,,,,,left,Normal,1,end row,,,,,,,,,Disability,PhysicalMental,left_flush,top,Normal,right,horizontal_3,0,,,,,
7056,,General,ReasAccommodation,Question,7,,,,,left,Normal,1,end row,,,,,,,,,Disability,PhysicalBodySystems,left_flush,top,Normal,right,horizontal_7,0,,,,,
7216,,General,ReasAccommodation,Question,82,,,,,left,Normal,1,end row,,,,,,,,,Disability,NonDisabledEEsWComparablePrivilegesDetails,top,top,Normal,right,horizontal_3,0,,,,,
7511,,Evidence,MgtExpWitnesses,Question,8,,,,,left,Normal,1,same cell,,,,,,,,,MgtExpWitness,EdDegree,top,top,Normal,left,vertical,0,ii,,,,
7215,,General,ReasAccommodation,EndGroup,83,,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
7113,,General,ReasAccommodation,Question,94,,,,,left,Normal,1,end row,,,,,,,,,Disability,RADenialReason,left_flush,top,Normal,right,horizontal_3,0,,,,,
7114,,General,ReasAccommodation,Question,95,,,,,left,Normal,1,end row,,,,,,,,,Disability,RADenialDetail,top,top,Normal,top,horizontal_4,0,,,,,
7153,,General,ReasAccommodation,Group,99,,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,"If ([[data Disability_RAAgencyCounterOffer]] = ""anAlternativeWasOffered"")",,,
7512,,Evidence,MgtExpWitnesses,Question,9,,,,,left,Normal,1,same cell,,,,,,,,,MgtExpWitness,EdMajor,top,top,Normal,left,vertical,0,ii,,,,
7510,,Evidence,MgtExpWitnesses,Question,10,,,,,left,Normal,1,end row,,,,,,,,,MgtExpWitness,PracticeSpecialty,top,top,Normal,left,vertical,0,,,,,
7508,,Evidence,CompExpWitnesses,Question,8,,,,,left,Normal,1,same cell,,,,,,,,,CompExpWitness,EdDegree,top,top,Normal,left,vertical,0,ii,,,,
7509,,Evidence,CompExpWitnesses,Question,10,,,,,left,Normal,1,end row,,,,,,,,,CompExpWitness,PracticeSpecialty,top,top,Normal,left,horizontal,0,ii,,,,
7505,,Evidence,CompExpWitnesses,Question,9,,,,,left,Normal,1,same cell,,,,,,,,,CompExpWitness,EdMajor,top,top,Normal,left,horizontal,0,ii,,,,
7037,,Evidence,ManagementResponse,Question,3,,,,,left,Normal,1,end row,,,,,,,,,CompAllegation,MgtReasonComp,top,top,Normal,right,horizontal_3,0,,,,,
7038,,Evidence,ManagementResponse,Question,4,,,,,left,Normal,1,end row,,,,,,,,,CompAllegation,MgtNondiscrimStatement,top,top,Normal,right,horizontal_3,0,,,,,
7039,,Evidence,ManagementResponse,SeparatorLine,5,SeparatorLine,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
7040,,Evidence,ManagementResponse,Text,6,Complainant was not selected for this position because Selectee had [[field CompAllegation_MgtNondiscrimReason]].,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
7041,,Evidence,ManagementResponse,Text,7,[[field CompAllegation_MgtNondiscrimStatement]],,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
7042,,Evidence,ManagementResponse,SeparatorLine,8,SeparatorLine,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
7204,,General,Timeline,SeparatorLine,43,SeparatorLine,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
7168,,General,ReasAccommodation,Question,16,,,,,left,Normal,1,end row,,,,,,,,,Disability,PhysicalLearningImpairedDegree,left_flush,top,Normal,right,horizontal_3,0,,,,,
7174,,General,ReasAccommodation,EndGroup,17,,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
7175,,General,ReasAccommodation,Group,18,IF Disability_Physical = mobility THEN Disability_PhysicalMobilityImpairedDegree,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,"If ([[data  Disability_Physical]] = ""mobility"")",,,
7176,,General,ReasAccommodation,EndGroup,20,,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
7160,,General,ReasAccommodation,Group,21,IF Disability_PhysicalMental = mental THEN Disability_Mental,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,"If ([[data Disability_PhysicalMental]] = ""mental"")",,,
7193,,General,ReasAccommodation,Group,46,IF Disability_MedicalDocumentationType = medicalRecords THEN Disability_MedicalDocumentationRecordsType,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
7102,,General,ReasAccommodation,Question,69,,,,,left,Normal,1,same cell,,,,,,,,,Disability,NumberOfDocumentationReviewExperts,left_flush,top,Normal,right,horizontal_4,0,,,,,
7185,,General,ReasAccommodation,DoLoop,71,"( ii = 1 , [[Field Disability_NumberOfDocumentationReviewExperts]])",,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
7093,,General,ReasAccommodation,Question,72,,,,,left,Normal,1,same cell,,,,,,,,,Disability,medicalDocumentationReviewAgencyExpertName,top,top,Normal,top,vertical,0,ii,,,,
7217,,General,ReasAccommodation,Question,81,,,,,left,Normal,1,end row,,,,,,,,,Disability,NonDisabledEEsWComparablePrivilegesOtherEEs,top,top,Normal,right,horizontal_3,0,,,,,
7182,,General,ReasAccommodation,Question,103,,,,,left,Normal,1,end row,,,,,,,,,Disability,RAAgencyCounterOfferAcceptRejectDT,top,top,Normal,right,horizontal_4,0,,,,,
6916,,Bases,Disability,Question,34,,,,,left,Normal,1,end row,,,,,,,,,Disability,MedicalDocumentationQualExpertAgency,left_flush,top,Normal,right,horizontal_6,0,,,,,
6930,,Bases,Disability,EndGroup,35,,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
7169,,General,ReasAccommodation,Group,9,IF Disability_Physical = hearing THEN Disability_PhysicalImpairedDegree,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,"If ([[data  Disability_Physical]] = ""hearing"")",,,
7165,,General,ReasAccommodation,Question,10,,,,,left,Normal,1,end row,,,,,,,,,Disability,PhysicalHearingImpairedDegree,left_flush,top,Normal,right,horizontal_6,0,,,,,
7170,,General,ReasAccommodation,EndGroup,11,,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
7166,,General,ReasAccommodation,Question,13,,,,,left,Normal,1,end row,,,,,,,,,Disability,PhysicalVisualImpairedDegree,left_flush,top,Normal,right,horizontal_6,0,,,,,
7172,,General,ReasAccommodation,EndGroup,14,,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
7173,,General,ReasAccommodation,Group,15,,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,"If ([[data  Disability_Physical]] = ""learning"")",,,
6931,,Bases,Disability,Group,37,,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,"if ([[field Disability_MedicalDocumentationApprovalDenial]] ~= ""sufficient"")",,,
6902,,Bases,Disability,EndDo,38,,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
6719,,Bases,Disability,SeparatorLine,39,SeparatorLine,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
7513,,Evidence,CompExpWitnesses,Question,4,,,,,left,Normal,1,same cell,,,,,,,,,CompExpWitness,Salutation,top,top,Normal,left,horizontal,0,ii,,,,
7046,,Evidence,ManagementResponse,Group,9,Double If,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,"if ([[field Management_SupLevel1RMO]] = ""was"") if ([[field Management_SupLevel2RMO]] = ""was"")\t",,,
7053,,Evidence,ManagementResponse,EndGroup,16,,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
7047,,Evidence,ManagementResponse,Text,10,"They are both ""was""",,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
7049,,Evidence,ManagementResponse,Group,12,Nested IF,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,"if ([[field Management_SupLevel1RMO]] = ""was"")",,,
7050,,Evidence,ManagementResponse,Group,13,,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,"if ([[field Management_SupLevel2RMO]] = ""was"")\t",,,
7051,,Evidence,ManagementResponse,Text,14,"Both of them were ""was""",,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
7052,,Evidence,ManagementResponse,EndGroup,15,,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
6583,,Evidence,ManagementResponse,Question,21,,,,,left,Normal,1,end row,,,,,,,,,Management,RebuttalSup3,top,top,Normal,left,horizontal,0,,,,,
6585,,Evidence,ManagementResponse,SeparatorLine,23,SeparatorLine,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
6586,,Evidence,ManagementResponse,Question,24,,,,,left,Normal,1,end row,,,,,,,,,Management,SupportingPolicy,top,top,Normal,left,horizontal,0,,,,,
6587,,Evidence,ManagementResponse,Question,25,,,,,left,Normal,1,end row,,,,,,,,,Management,SupportProcedure ,top,top,Normal,left,horizontal,0,,,,,
6588,,Evidence,ManagementResponse,Question,26,,,,,left,Normal,1,end row,,,,,,,,,Management,SupportingRegs,top,top,Normal,left,horizontal,0,,,,,
7514,,Evidence,ManagementTestimony,Question,2,,,,,left,Normal,1,end row,,,,,,,,,ManagementTestimony,DecRMO1,top,top,Normal,left,vertical,0,,,,,
7516,,Evidence,ManagementTestimony,Question,4,,,,,left,Normal,1,end row,,,,,,,,,ManagementTestimony,DecRMO3,top,top,Normal,left,vertical,0,,,,,
7521,,Evidence,ComplainantTestimony,Question,4,,,,,left,Normal,1,end row,,,,,,,,,CompTestimony,Declaration3,top,top,Normal,right,horizontal_2,0,,,,,
7515,,Evidence,ManagementTestimony,Question,3,,,,,left,Normal,1,end row,,,,,,,,,ManagementTestimony,DecRMO2,top,top,Normal,left,vertical,0,,,,,
7517,,Evidence,ComplainantTestimony,Question,2,,,,,left,Normal,1,end row,,,,,,,,,CompTestimony,Declaration1,top,top,Normal,right,horizontal_2,0,,,,,
7519,,Evidence,ComplainantTestimony,Question,3,,,,,left,Normal,1,end row,,,,,,,,,CompTestimony,Declaration2,top,top,Normal,right,horizontal_2,0,,,,,
6023,,General,Representatives,Question,10,,,,,left,Normal,1,end row,,,,,,,,,Representatives,CompRepAddressZIP4,top,top,Normal,left,horizontal,0,,,,,
7218,,General,ReasAccommodation,EndDo,40,,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
7210,,General,ReasAccommodation,Question,79,,,,,left,Normal,1,end row,,,,,,,,,Disability,NonDisabledEEsWComparablePrivileges,left_flush,top,Normal,right,horizontal_3,0,,,,,
7154,,General,ReasAccommodation,Text,96,Agency Alternative Offer,,,,left,bodyBold,1,end row,,,,,,,,,,,,,,,,,,,,,
6722,,Bases,Disability,EndDo,57,,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
7151,,General,ReasAccommodation,Question,97,,,,,left,Normal,1,end row,,,,,,,,,Disability,RAAgencyCounterOffer,top,top,Normal,right,horizontal_4,0,,,,,
7152,,General,ReasAccommodation,EndGroup,98,,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
7145,,General,ReasAccommodation,EndGroup,104,,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
7229,,General,ADR,Text,15,Formal Complaint Phase,,,,left,bodyBold,1,end row,,,,,,,,,,,,,,,,,,,,,
6039,,General,Representatives,Question,13,,,,,left,Normal,1,same cell,,,,,,,,,Representatives,CompRepPhoneCell,top,top,Normal,left,horizontal,0,,,,,
6040,,General,Representatives,Question,14,,,,,left,Normal,1,end row,,,,,,,,,Representatives,CompRepEmail,top,top,Normal,left,horizontal,0,,,,,
7230,,General,Representatives,Question,2,,,,,left,Normal,1,end row,,,,,,,,,Representatives,CompRepType,top,top,Normal,right,horizontal_4,0,,,,,
6260,Complainant,Complainant,Employment,Question,13,,,,,left,Normal,1,same cell,,,,,,,,,CompData,OfficeLocus,top,top,Normal,left,horizontal,0,,,,,
7240,,General,Representatives,Question,22,,,,,left,Normal,1,same cell,,,,,,,,,Representatives,AgencyRepAddressState,top,top,Normal,right,horizontal_2,0,,,,,
6261,Complainant,Complainant,Employment,Question,12,,,,,left,Normal,1,same cell,,,,,,,,,CompData,Department,top,top,Normal,left,horizontal,0,,,,,
7221,,General,ReasAccommodation,Text,107,"[X] Click button to view the position description\n<a href=""http://www.incap.com/pdfs/henrysNewPdf.pdf"" target=""_blank"">Link to description</a>",,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
7134,,General,ReasAccommodation,DoLoop,110,"( ii = 1 , [[field  Disability_NumberOfEssentialFunctions]])",,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
7141,,General,ReasAccommodation,Question,112,,,,,left,Normal,1,end row,,,,,,,,,Disability,EssentialFunctionsAbleToPerform,left_flush,top,Normal,right,vertical,0,ii,,,,
7148,,General,ReasAccommodation,Group,113,,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,"if ( [[data  Disability_EssentialFunctionsAbleToPerform(0)(ii)]] ==  ""ableWithAccommodation"" )",,,
7241,,General,Representatives,Question,23,,,,,left,Normal,1,same cell,,,,,,,,,Representatives,AgencyRepAddressZIP,top,top,Normal,right,horizontal_2,0,,,,,
7242,,General,Representatives,Question,24,,,,,left,Normal,1,end row,,,,,,,,,Representatives,AgencyRepAddressZIP4,top,top,Normal,right,horizontal_2,0,,,,,
7231,,General,Representatives,Question,5,,,,,left,Normal,1,end row,,,,,,,,,Representatives,CompRepGender,top,top,Normal,right,horizontal_5,0,,,,,
6744,,Bases,Disability,Question,53,,,,,left,Normal,1,end row,,,,,,,,,Disability,RADenialDetail,top,top,Normal,top,horizontal_4,0,,,,,
7293,,Evidence,ManagementResponse,Question,1,,,,,left,Normal,1,end row,,,,,,,,,Management,BackgroundResponse,top,top,Normal,right,horizontal_3,0,,,,,
6742,,Bases,Disability,Question,54,,,,,left,Normal,1,same cell,,,,,,,,,Disability,RAAgencyCounterOfferDT,top,top,Normal,top,horizontal_4,0,,,,,
7149,,General,ReasAccommodation,EndGroup,115,,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
7198,,General,ReasAccommodation,Question,28,,,,,left,Normal,1,end row,,,,,,,,,Disability,NumberOfRARequestsMade,top,top,Normal,right,horizontal_7,0,,,,,
7106,,General,ReasAccommodation,Question,34,,,,,left,Normal,1,end row,,,,,,,,,Disability,RAType,left_flush,top,Normal,right,horizontal_4,0,ii,,,,
6579,,Evidence,ManagementResponse,Text,17,Claim One,,,,left,bodyBold,1,end row,,,,,,,,,,,,,,,,,,,,,
7107,,General,ReasAccommodation,Question,35,,,,,left,Normal,1,end row,,,,,,,,,Disability,RARequestDetail,top,top,Normal,top,horizontal_4,0,ii,,,,
7220,,General,ReasAccommodation,EndDo,117,,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
6581,,Evidence,ManagementResponse,Question,19,,,,,left,Normal,1,end row,,,,,,,,,Management,RebuttalSup1,top,top,Normal,left,horizontal,0,,,,,
6582,,Evidence,ManagementResponse,Question,20,,,,,left,Normal,1,end row,,,,,,,,,Management,RebuttalSup2,top,top,Normal,left,horizontal,0,,,,,
7247,,Issues,RARequest,Text,1,"\n<a href=""viewpage.html?_Page=General_ReasAccommodation"" target=""_blank"">Click to view Reasonable Accommodation</a>\n\n",,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
6726,,Issues,Harassment,Text,5,"\n<a href=""viewpage.html?_Page=Evidence_ManagementWitnesses"" target=""_blank"">Click to view Management's witnesses</a>",,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
6022,,General,Representatives,Question,9,,,,,left,Normal,1,same cell,,,,,,,,,Representatives,CompRepAddressZIP,top,top,Normal,left,horizontal,0,,,,,
6041,,General,Representatives,Question,12,,,,,left,Normal,1,same cell,,,,,,,,,Representatives,CompRepPhoneFax,top,top,Normal,left,horizontal,0,,,,,
7248,,Issues,Harassment,Question,2,,,,,left,Normal,1,end row,,,,,,,,,Harassment,HostileWorkEnv,left_flush,top,Normal,right,horizontal_7,0,,,,,
7005,,Bases,Disability,Group,21,Medical documentation approval,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,"if ([[field Disability_MedicalDocumentationApprovalDenial]] ~= ""sufficient""",,,
6927,,Bases,Disability,Question,22,,,,,left,Normal,1,end row,,,,,,,,,Disability,MedicalDocumentationApprovalMgtName,left_flush,top,Normal,right,horizontal_6,0,,,,,
7015,,Bases,Disability,Question,23,,,,,left,Normal,1,end row,,,,,,,,,Disability,MedicalDocumentationApprovalDT,top,top,Normal,right,horizontal_6,0,,,,,
6929,,Bases,Disability,Group,25,Medical documentation denial,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,"if ([[field Disability_MedicalDocumentationApprovalDenial]] ~= ""insufficient"")",,,
7014,,Bases,Disability,EndGroup,29,,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
6580,,Evidence,ManagementResponse,Question,18,,,,,left,Normal,1,end row,,,,,,,,,Management,RebuttalGeneral,top,top,Normal,left,horizontal,0,,,,,
7389,,General,ADR,Question,34,,,,,left,Normal,1,end row,,,,,,,,,CompSettlement,ADRSettlementTerms,top,top,Normal,right,horizontal_4,0,,,,,
6037,,General,Representatives,Question,11,,,,,left,Normal,1,same cell,,,,,,,,,Representatives,CompRepPhoneOffice,top,top,Normal,left,horizontal,0,,,,,
7239,,General,Representatives,Question,21,,,,,left,Normal,1,same cell,,,,,,,,,Representatives,AgencyRepAddressCity,top,top,Normal,right,horizontal_5,0,,,,,
7232,,General,Representatives,Text,15,Agency,,,,left,bodyBold,1,end row,,,,,,,,,,,,,,,,,,,,,
7234,,General,Representatives,Question,17,,,,,left,Normal,1,same cell,,,,,,,,,Representatives,AgencyRepFirstName,top,top,Normal,right,horizontal_5,0,,,,,
7235,,General,Representatives,Question,18,,,,,left,Normal,1,same cell,,,,,,,,,Representatives,AgencyRepLastName,top,top,Normal,right,horizontal_5,0,,,,,
7236,,General,Representatives,Question,19,,,,,left,Normal,1,end row,,,,,,,,,Representatives,AgencyRepGender,top,top,Normal,right,horizontal_5,0,,,,,
7237,,General,Representatives,Question,20,,,,,left,Normal,1,same cell,,,,,,,,,Representatives,AgencyRepAddress1,top,top,Normal,right,horizontal_5,0,,,,,
7158,,General,ReasAccommodation,Group,2,IF Disability_PhysicalMental = Disability THEN Disability_Physical ,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,"If ([[data Disability_PhysicalMental]] = ""physical"")  ",,,
7060,,General,ReasAccommodation,DoLoop,44,"( ii = 1 , [[Field Disability_NumberOfDocumentationSubmissions]])",,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
7522,,General,Representatives,Question,3,,,,,left,Normal,1,same cell,,,,,,,,,Representatives,CompRepFirstName,top,top,Normal,right,horizontal_5,0,,,,,
7009,,Bases,Disability,SeparatorLine,18,SeparatorLine,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
7400,,General,Timeline,Question,26,,,,,left,Normal,1,end row,,,,,,,,,Timeline,ExtensionFormalROIDueDT,top,top,Normal,right,horizontal_2,0,,,,,
7399,,General,Timeline,Question,23,,,,,left,Normal,1,end row,,,,,,,,,Timeline,ExtensionInformalNOFIDueDT,top,top,Normal,right,horizontal_2,0,,,,,
7393,,General,Timeline,Text,20,Extensions - Informal and Formal,,,,left,bodyBold,1,end row,,,,,,,,,,,,,,,,,,,,,
7398,,General,Timeline,Question,25,,,,,left,Normal,1,same cell,,,,,,,,,Timeline,ExtensionFormalCompConsentDT,top,top,Normal,right,horizontal_2,0,,,,,
7523,,Evidence,ComplainantTestimony,Question,1,,,,,left,Normal,1,end row,,,,,,,,,CompTestimony,CounselorsReport,top,top,Normal,right,horizontal_2,0,,,,,
7296,,General,Incidents,Text,3,Click button to add/remove incidents,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
