id,question_order,instance_name,question_group,question_field,question_label,question_label_es,question_label_short,question_label_short_es,question_text,question_text_es,question_inputtype,question_width,question_datatype,question_options,question_default_value,question_rule,updatestamp,question_label_link,question_help_bubble,question_help_bubble_es,question_help_parenting,question_help_parenting_es,question_help_legal,question_help_legal_es,question_help_code,question_help_code_es,is_favorite,data_array,data_array_counter,question_help_topic,question_label_pt,question_label_short_pt,question_text_pt,question_help_bubble_pt,question_help_parenting_pt,question_help_legal_pt,question_help_code_pt,question_help_topic_es,question_help_topic_pt
2914,47,(none),CompProfile,PhoneHome,Home Phone,,Home Phone,,,,text_phone_num,20,text,,,,1933-03-30 12:29:06,,,,,,,,,,,0,,,,,,,,,,,
2909,19,(none),CompProfile,Address1,Address,,Address,,,,text,0,text,,,,1933-03-30 10:20:18,,Street and Number,,,,,,,,,0,,,,,,,,,,,
2919,12,(none),CompProfile,Gender,Gender,,Gender,,,,radio,20,text,,,,1933-03-31 11:20:31,,,,,,,,,,,0,,,,,,,,,,,
2932,11,(none),CompProfile,Disability,Disability,,,,,,multicheck,0,text,,,,1933-03-31 16:03:08,,,,,,"There are basically two types of preference eligibles, disabled (10 point preference eligible) and non-disabled (5 point preference eligibles).\n\nYou are a 5 point preference eligible if your active duty service meets any of the following:\n\n180 or more consecutive days, any part of which occurred during the period beginning September 11, 2001 and ending on a future date prescribed by Presidential proclamation or law as the last date of Operation Iraqi Freedom, OR\nBetween August 2, 1990 and January 2, 1992, OR\n180 or more consecutive days, any part of which occurred after January 31, 1955 and before October 15, 1976.\nIn a war, campaign or expedition for which a campaign badge has been authorized or between April 28, 1952 and July 1, 1955.\nYou are a 10 point preference eligible if you served at any time, and you:\n\nhave a service connected disability, OR\nreceived a Purple Heart.\nIf you are not sure of your preference eligibility, visit the Department of Labor's Veterans' Preference Advisor.\n\nNow that we have discussed your preference eligibility and the associated points, let's discuss preference groups. Preference eligibles are divided into four basic groups as follows:\n\nCPS - Disability rating of 30% or more (10 points)\nCP - Disability rating of at least 10% but less than 30% (10 points)\nXP - Disability rating less than 10% (10 points)\nTP - Preference eligibles with no disability rating (5 points)\nNOTE: Disabled veterans receive 10 points regardless of their disability rating.",,"5 U.S.C. § 2108 : US Code - Section 2108: Veteran; disabled veteran; preference eligible\nSearch 5 U.S.C. § 2108 : US Code - Section 2108: Veteran; disabled veteran; preference eligible\nSearch by Keyword or Citation\n  \nFor the purpose of this title-\n(1) ""veteran"" means an individual who-\n(A) served on active duty in the armed forces during a war,\nin a campaign or expedition for which a campaign badge has been\nauthorized, or during the period beginning April 28, 1952, and\nending July 1, 1955;\n(B) served on active duty as defined by section 101(21) of\ntitle 38 at any time in the armed forces for a period of more\nthan 180 consecutive days any part of which occurred after\nJanuary 31, 1955, and before October 15, 1976, not including\nservice under section 12103(d) of title 10 pursuant to an\nenlistment in the Army National Guard or the Air National Guard\nor as a Reserve for service in the Army Reserve, Navy Reserve,\nAir Force Reserve, Marine Corps Reserve, or Coast Guard\nReserve;\n(C) served on active duty as defined by section 101(21) of\ntitle 38 in the armed forces during the period beginning on\nAugust 2, 1990, and ending on January 2, 1992; or\n(D) served on active duty as defined by section 101(21) of\ntitle 38 at any time in the armed forces for a period of more\nthan 180 consecutive days any part of which occurred during the\nperiod beginning on September 11, 2001, and ending on the date\nprescribed by Presidential proclamation or by law as the last\ndate of Operation Iraqi Freedom;\nand who has been discharged or released from active duty in the\narmed forces under honorable conditions;\n(2) ""disabled veteran"" means an individual who has served on\nactive duty in the armed forces, has been separated therefrom\nunder honorable conditions, and has established the present\nexistence of a service-connected disability or is receiving\ncompensation, disability retirement benefits, or pension because\nof a public statute administered by the Department of Veterans\nAffairs or a military department;\n(3) ""preference eligible"" means, except as provided in\nparagraph (4) of this section - \n(A) a veteran as defined by paragraph (1)(A) of this section;\n(B) a veteran as defined by paragraph (1)(B), (C), or (D) of\nthis section;\n(C) a disabled veteran;\n(D) the unmarried widow or widower of a veteran as defined by\nparagraph (1)(A) of this section;\n(E) the wife or husband of a service-connected disabled\nveteran if the veteran has been unable to qualify for any\nappointment in the civil service or in the government of the\nDistrict of Columbia;\n(F) the mother of an individual who lost his life under\nhonorable conditions while serving in the armed forces during a\nperiod named by paragraph (1)(A) of this section, if - \n(i) her husband is totally and permanently disabled;\n(ii) she is widowed, divorced, or separated from the father\nand has not remarried; or\n(iii) she has remarried but is widowed, divorced, or\nlegally separated from her husband when preference is\nclaimed; and\n(G) the mother of a service-connected permanently and totally\ndisabled veteran, if - \n(i) her husband is totally and permanently disabled;\n(ii) she is widowed, divorced, or separated from the father\nand has not remarried; or\n(iii) she has remarried but is widowed, divorced, or\nlegally separated from her husband when preference is\nclaimed;\nbut does not include applicants for, or members of, the Senior\nExecutive Service, the Defense Intelligence Senior Executive\nService, the Senior Cryptologic Executive Service, or the Federal\nBureau of Investigation and Drug Enforcement Administration\nSenior Executive Service;\n(4) except for the purposes of chapters 43 and 75 of this\ntitle, ""preference eligible"" does not include a retired member of\nthe armed forces unless - \n(A) the individual is a disabled veteran; or\n(B) the individual retired below the rank of major or its\nequivalent; and\n(5) ""retired member of the armed forces"" means a member or\nformer member of the armed forces who is entitled, under statute,\nto retired, retirement, or retainer pay on account of service as\na member.",,,0,,,,,,,,,,,
2908,11,(none),CompProfile,MiddleName,Middle Name,,Middle Name,,,,text,20,text,,,,1933-03-30 10:15:49,,,,,,,,,,,0,,Complainant's Middle Name,,,,,,,,,
3279,38,Child,CompAllegation,HarassmentContinuing,Is the harassment continuing?,,Continuing Harassment,,,,multicheck,0,text,,harassment,,1934-04-19 19:51:29,,,,,,,,,,,0,,,,,,,,,,,
2813,45,Child,CompAllegation,Reprisal_DT,Date of Reprisal,,Reprisal Date,,,,text_date,9,text,,,,1933-02-18 11:57:13,,,,,,,,,,,0,,Reprisal Date,,,,,,,,,
2812,41,Child,CompAllegation,ReprisalType,Describe the Reprisal,,Reprisal Description,,,,textarea,60,text,,,,1933-02-18 11:57:01,,,,,,,,,,,0,,,,,,,,,,,
2814,42,Child,CompAllegation,ReprisalPriorEEO_DT,Date of Prior EEO Activity,,Prior EEO Activity Date,,,,text_date,9,text,,,,1933-02-18 12:03:55,,,,,,,,,,,0,,Prior EEO Activity,,,,,,,,,
2815,43,Child,CompAllegation,ReprisalPriorEEOType,Type of Prior EEO Activity,,Prior EEO Activity,,,,multicheck,9,text,,,,1933-02-18 12:11:20,,,,,,,,,,,0,,Prior EEO Activitiy,,,,,,,,,
2726,40,Child,CompAllegation,Summary,Fact Summary of Complainant's Allegation,,,,,,textarea,160,text,,,,1933-02-02 08:36:00,,Grab right bottom corner of text box to expand,,,,,,,,,0,,,,,,,,,,,
2725,52,Child,CompAllegation,Disability,Allegation,,,,,,multicheck,0,text,,,,1933-02-02 08:30:14,,,,,,"Titles I and V of the Americans with Disabilities Act, as amended\n\nThe ADA prohibits discrimination on the basis of disability in all employment practices. It is necessary to understand several important ADA definitions to know who is protected by the law and what constitutes illegal discrimination:\n\nIndividual with a Disability\n\nAn individual with a disability under the ADA is a person who has a physical or mental impairment that substantially limits one or more major life activities, has a record of such impairment, or is regarded as having a disability. An entity subject to the ADA regards someone as having a disability when it takes an action prohibited by the ADA based on an actual or perceived impairment, except if the impairment is both transitory (lasting or expected to last six months or less) and minor. Major life activities are basic activities that most people in the general population can perform with little or no difficulty such as walking, breathing, seeing, hearing, speaking, learning, thinking, and eating. Major life activities also include the operation of a major bodily function, such as functions of the immune system normal cell growth, brain, neurological, and endocrine functions.\n\n""Qualified""\n\nAn individual with a disability is ""qualified"" if he or she satisfies skill, experience, education, and other job-related requirements of the position held or desired, and who, with or without reasonable accommodation, can perform the essential functions of that position.\n\nReasonable Accommodation\n\nReasonable accommodation may include, but is not limited to, making existing facilities used by employees readily accessible to and usable by persons with disabilities; job restructuring; modification of work schedules; providing additional unpaid leave; reassignment to a vacant position; acquiring or modifying equipment or devices; adjusting or modifying examinations, training materials, or policies; and providing qualified readers or interpreters. Reasonable accommodation may be necessary to apply for a job, to perform job functions, or to enjoy the benefits and privileges of employment that are enjoyed by people without disabilities. An employer is not required to lower production standards to make an accommodation. An employer generally is not obligated to provide personal use items such as eyeglasses or hearing aids. A person who only meets the ""regarded as"" definition of disability is not entitled to receive a reasonable accommodation.\n\nUndue Hardship\n\nAn employer is required to make a reasonable accommodation to a qualified individual with a disability unless doing so would impose an undue hardship on the operation of the employer's business. Undue hardship means an action that requires significant difficulty or expense when considered in relation to factors such as a business' size, financial resources, and the nature and structure of its operation.\n\nProhibited Inquiries and Examinations\n\nBefore making an offer of employment, an employer may not ask job applicants about the existence, nature, or severity of a disability. Applicants may be asked about their ability to perform job functions. A job offer may be conditioned on the results of a medical examination, but only if the examination is required for all entering employees in the same job category. Medical examinations of employees must be job-related and consistent with business necessity.\n\nDrug and Alcohol Use\n\nEmployees and applicants currently engaging in the illegal use of drugs are not protected by the ADA when an employer acts on the basis of such use. Tests for illegal use of drugs are not considered medical examinations and, therefore, are not subject to the ADA's restrictions on medical examinations. Employers may hold individuals who are illegally using drugs and individuals with alcoholism to the same standards of performance as other employees.\n\n",,"A person can show that he or she has a disability in one of three ways:\n\nA person may be disabled if he or she has a physical or mental condition that substantially limits a major life activity (such as walking, talking, seeing, hearing, or learning).\n\nA person may be disabled if he or she has a history of a disability (such as cancer that is in remission).\n\nA person may be disabled if he is believed to have a physical or mental impairment that is not transitory (lasting or expected to last six months or less) and minor (even if he does not have such an impairment).",,,0,,,,,,,,,,,
3205,50,Child,CompAllegation,Sup1ComplaintOtherIssues,,,Issue,,,,multicheck,8,text,,,,1933-10-27 17:47:01,,,,,,,,,,,0,,,,,,,,,,,
2935,71,(none),CompProfile,LanguageFirstAbility,Ability,,First Language Ability,,,,multicheck,0,text,,,,1933-03-31 16:06:41,,,,"Which choice best describes Complainant's ability to communicate using her first language? Select one or more ways in which the Complainant connects using language--understands, speaks, writes, and reads. Fluent means the ability to use all ways and can understand everything spoken and written plus can write and speak with total accuracy. ",,,,,,,0,,Language Ability,,,,,,,,,
3363,7,Child,CompSettlement,ADRSettlementTerms,Settlement Terms,,Settlement Terms,,,,textarea,150,text,,,,1934-08-24 17:19:39,,,,,,,,,,,0,,,,,,,,,,,
3356,10,Child,CompSettlement,ADRInformalMediationDT,When was ADR offered?,,ADR Offer,,,,text_date,0,text,,,,1934-08-24 17:01:34,,,,,,,,,,,0,,,,,,,,,,,
3355,9,Child,CompSettlement,ADRMediationDT,When was ADR offered?,,ADR Offer,,,,text_date,0,text,,,,1934-08-24 17:00:37,,,,,,,,,,,0,,,,,,,,,,,
2931,14,(none),CompProfile,Veteran,Veteran,,,,,,radio,0,text,,,,1933-03-31 16:01:25,,"- served on active duty for a period of more than 180 days, and any part of which occurred between August 5, 1964 and May 7, 1975 and were discharged or released other than dishonorably; or, \n- was discharged or released from active duty for a service connected disability if any part of the active duty was performed between August 5, 1964 and May 7, 1975; or\n- who served on active duty in the U.S. military, ground, naval, or air service during a war or in a campaign or expedition for which a campaign badge has been authorized (such as The Persian Gulf, El Salvador, Grenada, Lebanon, Panama, Southwest Asia, Haiti, Somalia & Bosnia); or\n- one who served on active duty in the U.S. military, ground, naval or air service during the one-year period beginning on the date of discharge or release from active duty (recently separated veteran).",,,,,,,,,0,,Veteran,,,,,,,,,
3046,56,(none),CompProfile,ReligionOther,Other Religion,,,,,,text,20,text,,,,1933-06-22 19:25:10,,,,,,,,,,,0,,,,,,,,,,,
2901,11,(none),CompProfile,LastName,First Name,,First Name,,,,text,20,text,,,,1933-03-16 20:36:59,,,,,,,,,,,0,,Complainant's Name,,,,,,,,,
3045,33,Parent,CompProfile,NationalOriginOther,Other National Origin,,,,,,text,20,text,,,,1933-06-22 19:24:02,,,,,,,,,,,0,,,,,,,,,,,
2910,41,(none),CompProfile,Address2,Address 2,,Address 2,,,,text,0,text,,,,1933-03-30 10:21:02,,Apartment or Unit Number,,,,,,,,,0,,,,,,,,,,,
2735,47,Child,CompAllegation,DateIncident1,First occurence,,First Discrimination Date,,,,text_date,8,text,,,,1933-02-02 09:27:09,,,,,,,,,,,0,,Discrimination Date,,,,,,,,,
2737,47,Child,CompAllegation,DateIncident3,Third occurence,,First Discrimination Date,,,,text_date,8,text,,,,1933-02-02 09:28:07,,,,,,,,,,,0,,Discrimination Date,,,,,,,,,
3335,5,Child,CompFormal,AcknowLtrDT,Acknowledgement Letter,,,,,,text_date,0,text,,,,1934-08-09 19:57:40,,,,,,,,,,,0,,,,,,,,,,,
2930,54,(none),CompProfile,SocialSecurity,Social Security Number,,Social Security,,,,text_ss_num,11,text,,,,1933-03-31 15:59:11,,Social security number,,"It is a good idea to get a Social Security number when your child is born. You can apply for a Social Security number for your baby when you apply for your baby's birth certificate. We will mail the Social Security card to you. Or, you can wait and apply at any Social Security office, but you will have to provide proof of age, identity and U.S. citizenshipfor your child and proof of your identity.\n\nIn addition, if your child is age 12 or older and needs to apply for an original number, he or she must have an in-person interview. If your child, age 12 or older was born in the United States, he or she must explain why he or she does not already have a Social Security number.\n\nIf you need a Social Security number for your adopted child, you may want to wait until the adoption is complete. If you want to claim your child for tax purposes while the adoption is still pending, you need to contact the Internal Revenue Service for Form W-7A, Application For Taxpayer Identification Number For Pending U.S. Adoptions. For more information, ask for the publication, Social Security Numbers For Children (Publication No. 05-10023). ",,"From the U.S. Social Security Administration:\nQ  How do I get a number and card? \nA  You must complete an Application for a Social Security Card (Form SS-5). To get an application: \n\nGo to <a href>http://www.socialsecurity.gov/online/ss-5.html>U.S. Social Security</a> on the Internet; or \nCall 1-800-772-1213; or \nVisit a local Social Security office.\nTo get a Social Security card, you must provide original documents that show your age, identity and citizenship or lawful noncitizen status. We verify birth documents for U.S. citizens age 1 and older with the office that issued the documents. We verify Department of Homeland Security (DHS) documents for all noncitizens with DHS. You will get your number and card as soon as we have all of your information and your documents are verified. \n",,,,,0,,Child's Legal Info,,,,,,,,,
2917,55,(none),CompProfile,BirthDate,Birthdate,,Birthdate,,,,text_date,9,text,,,,1933-03-30 13:08:23,,Click calender and select date to calculate age,,,,,,,,,0,,Child's Legal Info,,,,,,,,,
2927,55,(none),CompProfile,Religion,Religion,,Religion,,,,select,20,text,,,,1933-03-31 13:32:28,,,,,,,,,,,0,,,,,,,,,,,
2926,36,(none),CompProfile,ReligiousPractice,Attend religious services?,,Attend religious services?,,,,radio,30,text,,,,1933-03-31 13:31:44,,,,,,,,,,,0,,,,,,,,,,,
2939,46,(none),CompProfile,RaceEthnic,Race/Ethnicity,,Race/Ethnicity,,,,multicheck,0,text,,,,1933-03-31 20:19:24,,For mixed race select more than one choice,,,,,,,,,0,,Complainant's Race Ethnicity ,,,,,,,,,
2933,32,Parent,CompProfile,NationalOrigin,National Origin,,Nationality,,,,select,20,text,,,,1933-03-31 16:03:57,,,,,,,,,,,0,,Nationality - Parent,,,,,,,,,
2911,42,(none),CompProfile,AddressCity,City,,City,,,,text,20,text,,,,1933-03-30 10:22:21,,,,,,,,,,,0,,,,,,,,,,,
3324,10,General,Incidents,RejectedHostileWorkEnv,Hostile Work Environment,,Hostile Work Env,,,,radio,140,text,,,,1934-07-21 22:13:22,,,,,,,,,,,1,numberOfIncidentsAccept,,,,,,,,,,
2912,43,(none),CompProfile,AddressState,State,,State,,,,select,2,text,,,,1933-03-30 10:23:08,,,,,,,,,,,0,,,,,,,,,,,
3332,1,Child,CompFormal,FilingDT,Filed,,,,,,text_date,0,text,,,,1934-07-28 20:28:47,,,,,,,,,,,0,,,,,,,,,,,
2915,60,(none),CompProfile,Age,Age,,Age,,,,text_num_integer,3,text,,,,1933-03-30 13:06:13,,,,,,,,,,,0,,Complainant's Age,,,,,,,,,
3331,58,(none),CompProfile,TitleName,Title,,,,,,select,9,text,,,,1934-07-28 20:24:17,,,,,,,,,,,0,,,,,,,,,,,
2937,72,(none),CompProfile,LanguageSecondAbility,Ability,,Second Language Ability,,,,multicheck,0,text,,,,1933-03-31 16:09:01,,,,"Which choice best describes Complainant's ability to communicate using her first language? Select one or more ways in which the Complainant connects using language--understands, speaks, writes, and reads. Fluent means the ability to use all ways and can understand everything spoken and written plus can write and speak with total accuracy. ",,,,,,,0,,Language Ability,,,,,,,,,
3333,3,Child,CompFormal,FilingReceivedDT,Received,,Formal EEO complaint date,,,,text_date,0,text,,,,1934-07-28 20:28:55,,,,,,,,,,,0,,,,,,,,,,,
2928,75,(none),CompProfile,Hispanic,Hispanic or Latino,,,,,,radio,0,text,,,,1933-03-31 13:40:23,,"A person of Cuban, Mexican, Puerto Rican, Central or South American, or other Spanish culture or origin, regardless of race.",,,,,,,,,0,,,,,,,,,,,
3357,11,Child,CompSettlement,ADRFormalMediationDT,When was ADR offered?,,ADR Offer,,,,text_date,0,text,,,,1934-08-24 17:02:05,,,,,,,,,,,0,,,,,,,,,,,
2978,75,(none),CompProfile,race1,Race,,Race,,,,multicheck,0,text,,,,1933-04-14 12:00:03,,,,,,,,,,,0,,Child's Legal Info,,,,,,,,,
2979,76,(none),CompProfile,Race,Race,,Race,,,,multicheck,0,text,,,,1933-04-14 12:01:05,,,,,,,,,,,0,,Child's Legal Info,,,,,,,,,
3048,22,Child,CompProfile,PriorEEOType,Prior EEO Activity Type,,Supervisor Level 1 Prior EEO Activity Type,,,,radio,8,text,,,,1933-06-22 20:47:37,,,,,,,,,,,0,,,,,,,,,,,
3047,21,Child,CompProfile,PriorEEO,Prior EEO activity,,Prior EEO activity,,,,radio,8,text,,,,1933-06-22 20:46:50,,,,,,,,,,,0,,,,,,,,,,,
2938,59,(none),CompProfile,VeteransPreference,Veterans' Preferance,,,,,,radio,9,text,,,,1933-03-31 16:48:34,,,,,,"Veterans' Preference\n\n5 Point Preference\n10 Point Preference\n\nPreference Categories\n\nVeterans' Preference gives eligible veterans preference in appointment over many other applicants. Veterans' preference applies, to virtually all new appointments in both the competitive and excepted service. Veterans' preference does not guarantee veterans a job and it does not apply to internal agency actions such as promotions, transfers, reassignments and reinstatements.\n\nVeterans' preference can be confusing. In accordance with title 5, United States Code, Section 2108 ( 5 USC 2108) , Veterans’ preference eligibility is based on dates of active duty service, receipt of a campaign badge, Purple Heart, or a service-connected disability. Please know that not all active duty service may qualify for veterans’ preference.\n\nOnly veterans discharged or released from active duty in the armed forces under honorable conditions are eligible for veterans' preference. This means you must have been discharged under an honorable or general discharge.\n\nIf you are a ""retired member of the armed forces"" you are not included in the definition of preference eligible unless you are a disabled veteran OR you retired below the rank of major or its equivalent.\n\nThere are basically two types of preference eligibles, disabled (10 point preference eligible) and non-disabled (5 point preference eligibles).\n\nYou are a 5 point preference eligible if your active duty service meets any of the following:\n\n180 or more consecutive days, any part of which occurred during the period beginning September 11, 2001 and ending on a future date prescribed by Presidential proclamation or law as the last date of Operation Iraqi Freedom, \n\nOR Between August 2, 1990 and January 2, 1992, \n\nOR 180 or more consecutive days, any part of which occurred after January 31, 1955 and before October 15, 1976.\n\nIn a war, campaign or expedition for which a campaign badge has been authorized or between April 28, 1952 and July 1, 1955.\n\nYou are a 10 point preference eligible if you served at any time, and you:\n\nhave a service connected disability, OR\nreceived a Purple Heart.\n\nIf you are not sure of your preference eligibility, visit the Department of Labor's Veterans' Preference Advisor.\n\nNow that we have discussed your preference eligibility and the associated points, let's discuss preference groups. Preference eligibles are divided into four basic groups as follows:\n\nCPS - Disability rating of 30% or more (10 points)\nCP - Disability rating of at least 10% but less than 30% (10 points)\nXP - Disability rating less than 10% (10 points)\nTP - Preference eligibles with no disability rating (5 points)\nNOTE: Disabled veterans receive 10 points regardless of their disability rating.",,"5 U.S.C. § 2108 : US Code - Section 2108: Veteran; disabled veteran; preference eligible\n  \nFor the purpose of this title-\n(1) ""veteran"" means an individual who-\n(A) served on active duty in the armed forces during a war,\nin a campaign or expedition for which a campaign badge has been\nauthorized, or during the period beginning April 28, 1952, and\nending July 1, 1955;\n(B) served on active duty as defined by section 101(21) of\ntitle 38 at any time in the armed forces for a period of more\nthan 180 consecutive days any part of which occurred after\nJanuary 31, 1955, and before October 15, 1976, not including\nservice under section 12103(d) of title 10 pursuant to an\nenlistment in the Army National Guard or the Air National Guard\nor as a Reserve for service in the Army Reserve, Navy Reserve,\nAir Force Reserve, Marine Corps Reserve, or Coast Guard\nReserve;\n(C) served on active duty as defined by section 101(21) of\ntitle 38 in the armed forces during the period beginning on\nAugust 2, 1990, and ending on January 2, 1992; or\n(D) served on active duty as defined by section 101(21) of\ntitle 38 at any time in the armed forces for a period of more\nthan 180 consecutive days any part of which occurred during the\nperiod beginning on September 11, 2001, and ending on the date\nprescribed by Presidential proclamation or by law as the last\ndate of Operation Iraqi Freedom;\nand who has been discharged or released from active duty in the\narmed forces under honorable conditions;\n(2) ""disabled veteran"" means an individual who has served on\nactive duty in the armed forces, has been separated therefrom\nunder honorable conditions, and has established the present\nexistence of a service-connected disability or is receiving\ncompensation, disability retirement benefits, or pension because\nof a public statute administered by the Department of Veterans\nAffairs or a military department;\n(3) ""preference eligible"" means, except as provided in\nparagraph (4) of this section - \n(A) a veteran as defined by paragraph (1)(A) of this section;\n(B) a veteran as defined by paragraph (1)(B), (C), or (D) of\nthis section;\n(C) a disabled veteran;\n(D) the unmarried widow or widower of a veteran as defined by\nparagraph (1)(A) of this section;\n(E) the wife or husband of a service-connected disabled\nveteran if the veteran has been unable to qualify for any\nappointment in the civil service or in the government of the\nDistrict of Columbia;\n(F) the mother of an individual who lost his life under\nhonorable conditions while serving in the armed forces during a\nperiod named by paragraph (1)(A) of this section, if - \n(i) her husband is totally and permanently disabled;\n(ii) she is widowed, divorced, or separated from the father\nand has not remarried; or\n(iii) she has remarried but is widowed, divorced, or\nlegally separated from her husband when preference is\nclaimed; and\n(G) the mother of a service-connected permanently and totally\ndisabled veteran, if - \n(i) her husband is totally and permanently disabled;\n(ii) she is widowed, divorced, or separated from the father\nand has not remarried; or\n(iii) she has remarried but is widowed, divorced, or\nlegally separated from her husband when preference is\nclaimed;\nbut does not include applicants for, or members of, the Senior\nExecutive Service, the Defense Intelligence Senior Executive\nService, the Senior Cryptologic Executive Service, or the Federal\nBureau of Investigation and Drug Enforcement Administration\nSenior Executive Service;\n(4) except for the purposes of chapters 43 and 75 of this\ntitle, ""preference eligible"" does not include a retired member of\nthe armed forces unless - \n(A) the individual is a disabled veteran; or\n(B) the individual retired below the rank of major or its\nequivalent; and\n(5) ""retired member of the armed forces"" means a member or\nformer member of the armed forces who is entitled, under statute,\nto retired, retirement, or retainer pay on account of service as\na member.",,,0,,,,,,,,,,,
3275,5,(none),CompProfile,FaxWork,Work Fax,,Work Fax,,,,text_phone_num,20,text,,,,1934-04-19 18:47:26,,,,,,,,,,,0,,,,,,,,,,,
2730,155,Custody,CompAllegation,Religion,Complainant's Religion,,,,,,select,0,text,,,,1933-02-02 08:54:37,,,,,,,,,,,0,,Religion,,,,,,,,,
2736,52,Child,CompAllegation,DateIncident2,Second occurence,,2nd Discrimination Date,,,,text_date,8,text,,,,1933-02-02 09:27:48,,,,,,,,,,,0,,Discrimination Date,,,,,,,,,
2733,45,Child,CompAllegation,Date,Date of first occurence,,First Discrimination Date,,,,text_date,8,text,,,,1933-02-02 09:18:27,,,,,,,,,,,0,,Discrimination Date,,,,,,,,,
2734,47,Child,CompAllegation,ContinuingViolation,Is the discrimination ongoing?,,Continuing Violation,,,,radio,8,text,,,,1933-02-02 09:23:42,,,,,,,,,,,0,,Continuing Violation; ongoing discrimination,,,,,,,,,
3054,10,(none),CompProfile,PhoneHome,Home Phone,,Home Phone,,,,text_phone_num,20,text,,,,1933-06-30 15:21:41,,,,,,,,,,,0,,,,,,,,,,,
3276,3,(none),CompData,PhoneWorkFax,Work Fax,,Work Fax,,,,text_phone_num,16,text,,,,1934-04-19 18:51:00,,,,,,,,,,,0,,,,,,,,,,,
2788,17,Child,CompData,EmployPayScale,Pay Scale,,Pay Scale,,,,select,30,text,,,,1933-02-12 15:07:15,,"GS, WS, etc.",,,,,,,,,0,,,,,,,,,,,
2903,6,(none),CompData,Department,Department,,Department,,,,text,16,text,,,,1933-03-16 21:28:41,,,,,,,,,,,0,,,,,,,,,,,
3421,6,General,CompExpWitness,Gender,Gender,,Gender,,,,radio,20,text,,,,1934-10-13 15:56:33,,,,,,,,,,,1,numberOfWitnesses,,,,,,,,,,
3420,51,General,CompExpWitness,BirthDate,Birthdate,,Birthdate,,,,text_date,9,text,,,,1934-10-13 15:56:07,,Click calender and select date to calculate age,,,,,,,,,1,numberOfWitnesses,Child's Legal Info,,,,,,,,,
2934,70,(none),CompProfile,LanguageFirst,Language,,First Language,,,,select,0,text,,,,1933-03-31 16:05:21,,,,,,,,,,,0,,Language\n,,,,,,,,,
3278,4,(none),CompData,emailWork,Work email,,Work email,,,,text,16,text,,,,1934-04-19 19:12:19,,,,,,,,,,,0,,,,,,,,,,,
3336,8,Child,EEOPersonnel,CounselorName,Name,,Counselor's Name,,,,text,20,text,,,,1934-08-10 18:16:52,,,,,,,,,,,0,,,,,,,,,,,
3281,56,(none),CompProfile,DOB,Birthdate,,Birthdate,,,,text_date,9,text,,,,1934-04-20 15:33:45,,Click calender and select date to calculate age,,,,,,,,,0,,Child's Legal Info,,,,,,,,,
2744,49,Child,CompAllegation,Issue,Choose the issue,,Issue,,,,multicheck,8,text,,,,1933-02-03 18:14:59,,,,,,,,,,,0,,,,,,,,,,,
2787,25,Child,Management,CompData_EmployPayScale,Pay Scale,,Pay Scale,,,,select,30,text,,,,1933-02-12 15:04:21,,"GS, WS, etc.",,,,,,,,,0,,,,,,,,,,,
3327,10,General,Incidents,AcceptedContinuingViolation,Hostile Work Environment,,Hostile Work Env,,,,radio,140,text,,,,1934-07-22 21:08:52,,,,,,,,,,,1,numberOfIncidentsAccept,,,,,,,,,,
2781,25,Child,Management,SupLevel1NameLast,Last Name,,Supervisor Level 1 Last Name,,,,text,30,text,,,IF SupLevel4RMO = was \nTHEN show ME_RMO,1933-02-12 13:43:07,,,,,,,,,,,0,,,,,,,,,,,
2786,25,Child,Management,SupLevel1PayGrade,Pay Grade,,Pay Grade,,,,select,30,text,,,IF SupLevel4RMO = was \nTHEN show ME_RMO,1933-02-12 14:35:35,,,,,,,,,,,0,,,,,,,,,,,
2790,26,Child,Management,SupLevel2NameLast,Last Name,,Supervisor Level 1 Last Name,,,,text,30,text,,,IF SupLevel4RMO = was \nTHEN show ME_RMO,1933-02-13 12:05:09,,,,,,,,,,,0,,,,,,,,,,,
2792,25,Child,Management,SupLevel2PayScale,Pay Scale,,Pay Scale,,,,select,30,text,,,IF SupLevel4RMO = was \nTHEN show ME_RMO,1933-02-13 12:06:00,,"GS, WS, etc.",,,,,,,,,0,,,,,,,,,,,
3480,2,General,CompTestimony,Declaration1,First Declaration of Complainant,,Dec1,,,,textarea,120,text,,,,1934-10-19 18:13:32,,,,,,,,,,,1,,,,,,,,,,,
2793,26,Child,Management,SupLevel2PayGrade,Pay Grade,,Pay Grade,,,,select,30,text,,,IF SupLevel4RMO = was \nTHEN show ME_RMO,1933-02-13 12:06:21,,,,,,,,,,,0,,,,,,,,,,,
3123,26,Child,Management,SupLevel3NameLast,Last Name,,Supervisor Level 1 Last Name,,,,text,30,text,,,IF SupLevel4RMO = was \nTHEN show ME_RMO,1933-09-21 20:16:05,,,,,,,,,,,0,,,,,,,,,,,
