id,question_id,question_field,option_order,option_name,option_label,option_label_es,option_text,option_text_es,option_value,option_datatype,option_textdata_size,option_textdata_type,option_label_link,option_help_bubble,option_help_bubble_es,option_help_parenting,option_help_parenting_es,option_help_legal,option_help_legal_es,option_help_code,option_help_code_es,option_label_pt,option_text_pt,option_show_label
4225,28,Nationality,148,Oman,,,,,,,,,,,,,,,,,,,,
3511,942,choreList,3,washDishes,wash dishes,,,,washDishes,,0,text,,,,,,,,,,,,
4226,28,Nationality,149,Pakistan,,,,,,,,,,,,,,,,,,,,
4227,28,Nationality,150,Palau,,,,,,,,,,,,,,,,,,,,
3512,942,choreList,20,otherHelp,other help:,,,,otherHelp,,10,text,,,,,,,,,,,,
4228,28,Nationality,151,Panama,,,,,,,,,,,,,,,,,,,,
10541,2475,dup_numberOfMedications,8,8,8,,,,8,,0,,,,,,,,,,,,,
4229,28,Nationality,152,Papua New Guinea,,,,,,,,,,,,,,,,,,,,
3243,943,choreListOutside,15,other help,other help:,,,,other help,,10,text,,,,,,,,,,,,
4230,28,Nationality,153,Paraguay,,,,,,,,,,,,,,,,,,,,
7438,1771,dup_parentContactEncourage,4,never,never,,,,never,,0,,,,,,,,,,,,,
4231,28,Nationality,154,Peru,,,,,,,,,,,,,,,,,,,,
3251,946,choreListPet,9,other help,other help:,,,,other help,,10,text,,,,,,,,,,,,
4232,28,Nationality,155,Philippines,,,,,,,,,,,,,,,,,,,,
7439,1771,dup_parentContactEncourage,0,always,always,,,,always,,0,,,,,,,,,,,,,
4233,28,Nationality,156,Poland,,,,,,,,,,,,,,,,,,,,
4234,28,Nationality,157,Portugal,,,,,,,,,,,,,,,,,,,,
4235,28,Nationality,158,Puerto Rico,,,,,,,,,,,,,,,,,,,,
4236,28,Nationality,159,Qatar,,,,,,,,,,,,,,,,,,,,
4237,28,Nationality,160,Reunion,,,,,,,,,,,,,,,,,,,,
4238,28,Nationality,161,Romania,,,,,,,,,,,,,,,,,,,,
4049,299,Religion,10,Christian - Churches of Christ ,,,,,,,,,,,,,,,,,,,,
4050,299,Religion,11,Christian - Congregational,,,,,,,,,,,,,,,,,,,,
4051,299,Religion,12,Christian - Episcopalian,,,,,,,,,,,,,,,,,,,,
4052,299,Religion,13,Christian - Jehovah's Witnesses ,,,,,,,,,,,,,,,,,,,,
4053,299,Religion,14,Christian - Judaism ,,,,,,,,,,,,,,,,,,,,
4054,299,Religion,15,Christian - Latter-day Saints/Mormon ,,,,,,,,,,,,,,,,,,,,
4055,299,Religion,16,Christian - Lutheran ,,,,,,,,,,,,,,,,,,,,
4056,299,Religion,17,Christian - Methodist ,,,,,,,,,,,,,,,,,,,,
4057,299,Religion,18,Christian - Other,,,,,,,,,,,,,,,,,,,,
4058,299,Religion,19,Christian - Pentecostal,,,,,,,,,,,,,,,,,,,,
4059,299,Religion,20,Christian - Presbyterian ,,,,,,,,,,,,,,,,,,,,
4060,299,Religion,21,Christian - United Church of Christ ,,,,,,,,,,,,,,,,,,,,
4061,299,Religion,22,Christian - Wesleyan ,,,,,,,,,,,,,,,,,,,,
4062,299,Religion,23,Deist ,,,,,,,,,,,,,,,,,,,,
4063,299,Religion,24,Eckankar,,,,,,,,,,,,,,,,,,,,
4064,299,Religion,25,Hinduism ,,,,,,,,,,,,,,,,,,,,
4065,299,Religion,26,Humanist ,,,,,,,,,,,,,,,,,,,,
4066,299,Religion,27,Islam ,,,,,,,,,,,,,,,,,,,,
4067,299,Religion,28,Judaism ,,,,,,,,,,,,,,,,,,,,
4068,299,Religion,29,Native American Religion ,,,,,,,,,,,,,,,,,,,,
4069,299,Religion,30,New Age ,,,,,,,,,,,,,,,,,,,,
4070,299,Religion,31,Nonreligious/Secular ,,,,,,,,,,,,,,,,,,,,
4071,299,Religion,32,Scientology ,,,,,,,,,,,,,,,,,,,,
4072,299,Religion,33,Sikhism ,,,,,,,,,,,,,,,,,,,,
4073,299,Religion,34,Spiritualist ,,,,,,,,,,,,,,,,,,,,
4074,299,Religion,35,Taoist ,,,,,,,,,,,,,,,,,,,,
4075,299,Religion,36,Unitarian Universalist ,,,,,,,,,,,,,,,,,,,,
4076,299,Religion,37,Wiccan/Pagan/Druid ,,,,,,,,,,,,,,,,,,,,
4077,299,Religion,38,Other,,,,,,,,,,,,,,,,,,,,
4040,299,Religion,1,Agnostic ,,,,,Agnostic ,,0,,,,,,,,,,,,,
4079,28,Nationality,2,Afghanistan,,,,,,,,,,,,,,,,,,,,
4080,28,Nationality,3,Albania,,,,,,,,,,,,,,,,,,,,
4081,28,Nationality,4,Algeria,,,,,,,,,,,,,,,,,,,,
4082,28,Nationality,5,American Samoa,,,,,,,,,,,,,,,,,,,,
4083,28,Nationality,6,Andorra,,,,,,,,,,,,,,,,,,,,
4084,28,Nationality,7,Angola,,,,,,,,,,,,,,,,,,,,
3514,950,punishmentType,5,noBedtimeStory,no bedtime story,,,,noBedtimeStory,,0,,,,,,,,,,,,,
4085,28,Nationality,8,Antigua and Barbuda,,,,,,,,,,,,,,,,,,,,
4086,28,Nationality,9,Argentina,,,,,,,,,,,,,,,,,,,,
4087,28,Nationality,10,Armenia,,,,,,,,,,,,,,,,,,,,
4088,28,Nationality,11,Aruba,,,,,,,,,,,,,,,,,,,,
4089,28,Nationality,12,Australia,,,,,,,,,,,,,,,,,,,,
4090,28,Nationality,13,Austria,,,,,,,,,,,,,,,,,,,,
4091,28,Nationality,14,Azerbaijan,,,,,,,,,,,,,,,,,,,,
4092,28,Nationality,15,"Bahamas, The",,,,,,,,,,,,,,,,,,,,
4093,28,Nationality,16,Bahrain,,,,,,,,,,,,,,,,,,,,
4094,28,Nationality,17,Bangladesh,,,,,,,,,,,,,,,,,,,,
4095,28,Nationality,18,Barbados,,,,,,,,,,,,,,,,,,,,
4096,28,Nationality,19,Belarus,,,,,,,,,,,,,,,,,,,,
2360,950,punishmentType,17,other consequence,other consequence:,,,,other consequence,,10,text,,,,,,,,,,,,
2358,950,punishmentType,14,no playing w/ friend,,,,,,,,,,,,,,,,,,,,
2348,950,punishmentType,16,chinese water torture,,,,,,,,,,,,,,,,,,,,
2357,950,punishmentType,13,no playing outside,,,,,,,,,,,,,,,,,,,,
2356,950,punishmentType,12,no video games,,,,,,,,,,,,,,,,,,,,
2355,950,punishmentType,11,no allowance,,,,,,,,,,,,,,,,,,,,
2354,950,punishmentType,10,no phone,,,,,,,,,,,,,,,,,,,,
2353,950,punishmentType,9,no TV,,,,,,,,,,,,,,,,,,,,
2352,950,punishmentType,8,no play w/ toy,,,,,,,,,,,,,,,,,,,,
4097,28,Nationality,20,Belgium,,,,,,,,,,,,,,,,,,,,
4098,28,Nationality,21,Belize,,,,,,,,,,,,,,,,,,,,
3516,950,punishmentType,6,noDessertCandy,no dessert/candy,,,,noDessertCandy,,0,,,,,,,,,,,,,
3517,1304,dup_contactExtracurricular,2,fieldParentFirstName2,[[field Parent_FirstName(2)]],,,,fieldParentFirstName2,,,,,,,,,,,,,,,
3518,1304,dup_contactExtracurricular,1,fieldParentFirstName1,[[field Parent_FirstName(1)]],,,,fieldParentFirstName1,,,,,,,,,,,,,,,
4099,28,Nationality,22,Benin,,,,,,,,,,,,,,,,,,,,
4100,28,Nationality,23,Bermuda,,,,,,,,,,,,,,,,,,,,
3168,314,DecideEducation,2,bothParents,both parents,,,,bothParents,,,,,,,,,,,,,,,
4101,28,Nationality,24,Bhutan,,,,,,,,,,,,,,,,,,,,
4102,28,Nationality,25,Bolivia,,,,,,,,,,,,,,,,,,,,
4103,28,Nationality,26,Bosnia and Herzegovina,,,,,,,,,,,,,,,,,,,,
4104,28,Nationality,27,Botswana,,,,,,,,,,,,,,,,,,,,
4105,28,Nationality,28,Brazil,,,,,,,,,,,,,,,,,,,,
4106,28,Nationality,29,Brunei,,,,,,,,,,,,,,,,,,,,
4107,28,Nationality,30,Bulgaria,,,,,,,,,,,,,,,,,,,,
3167,314,DecideEducation,4,fieldParentFirstName2,[[field Parent_FirstName(2)]],,,,fieldParentFirstName2,,,,,,,,,,,,,,,
4108,28,Nationality,31,Burkina Faso,,,,,,,,,,,,,,,,,,,,
4109,28,Nationality,32,Burundi,,,,,,,,,,,,,,,,,,,,
3166,314,DecideEducation,3,fieldParentFirstName1,[[field Parent_FirstName(1)]],,,,fieldParentFirstName1,,0,,,,,,,,,,,,,
4110,28,Nationality,33,Cambodia,,,,,,,,,,,,,,,,,,,,
4111,28,Nationality,34,Cameroon,,,,,,,,,,,,,,,,,,,,
4112,28,Nationality,35,Canada,,,,,,,,,,,,,,,,,,,,
4113,28,Nationality,36,Cape Verde,,,,,,,,,,,,,,,,,,,,
4114,28,Nationality,37,Cayman Islands,,,,,,,,,,,,,,,,,,,,
4115,28,Nationality,38,Central African Republic,,,,,,,,,,,,,,,,,,,,
4117,28,Nationality,40,Channel Islands,,,,,,,,,,,,,,,,,,,,
4118,28,Nationality,41,Chile,,,,,,,,,,,,,,,,,,,,
4119,28,Nationality,42,China,,,,,,,,,,,,,,,,,,,,
4120,28,Nationality,43,Colombia,,,,,,,,,,,,,,,,,,,,
4121,28,Nationality,44,Comoros,,,,,,,,,,,,,,,,,,,,
4122,28,Nationality,45,"Congo, Dem. Rep.",,,,,,,,,,,,,,,,,,,,
4123,28,Nationality,46,"Congo, Rep.",,,,,,,,,,,,,,,,,,,,
4124,28,Nationality,47,Costa Rica,,,,,,,,,,,,,,,,,,,,
4125,28,Nationality,48,Cote d'Ivoire,,,,,,,,,,,,,,,,,,,,
4126,28,Nationality,49,Croatia,,,,,,,,,,,,,,,,,,,,
4127,28,Nationality,50,Cuba,,,,,,,,,,,,,,,,,,,,
4128,28,Nationality,51,Cyprus,,,,,,,,,,,,,,,,,,,,
4129,28,Nationality,52,Czech Republic,,,,,,,,,,,,,,,,,,,,
4130,28,Nationality,53,Denmark,,,,,,,,,,,,,,,,,,,,
4131,28,Nationality,54,Djibouti,,,,,,,,,,,,,,,,,,,,
4132,28,Nationality,55,Dominica,,,,,,,,,,,,,,,,,,,,
4133,28,Nationality,56,Dominican Republic,,,,,,,,,,,,,,,,,,,,
4134,28,Nationality,57,Ecuador,,,,,,,,,,,,,,,,,,,,
4135,28,Nationality,58,"Egypt, Arab Rep.",,,,,,,,,,,,,,,,,,,,
4136,28,Nationality,59,El Salvador,,,,,,,,,,,,,,,,,,,,
4137,28,Nationality,60,Equatorial Guinea,,,,,,,,,,,,,,,,,,,,
4138,28,Nationality,61,Eritrea,,,,,,,,,,,,,,,,,,,,
4139,28,Nationality,62,Estonia,,,,,,,,,,,,,,,,,,,,
3996,1356,ParentTwo_county,0,SanFrancisco,San Francisco,,,,SanFrancisco,,0,text,,,,,,,,,,,,
3997,1356,ParentTwo_county,1,Alameda,Alameda,,,,Alameda,,0,text,,,,,,,,,,,,
7800,2029,dup_weight,9,50,50,,,,50,,0,text,,,,,,,,,,,,
7285,947,choreListPetPayment,3,morePrivileges,more privileges,,,,morePrivileges,,0,,,,,,,,,,,,,
7085,1741,dup_religiousWorship,7,Christian - Anglican ,,,,,,,0,,,,,,,,,,,,,
7255,962,poisonPlantsIndoor,2,haveRemovedAllPoisonousIndoorPlants,have removed all poisonous indoor plants,,,,haveRemovedAllPoisonousIndoorPlants,,0,text,,,,,,,,,,,,
2320,945,dup_choreListPayment,8,food and shelter,,,,,food and shelter,,,,,,,,,,,,,,,
1291,657,teamSportsType,5,hockeyice,hockey (ice),,,,hockeyice,,0,,,,,,,,,,,,,
3520,415,DecideSpecEducation,4,bothParents,both parents,,,,bothParents,,0,,,,,,,,,,,,,
3170,415,DecideSpecEducation,6,fieldParentFirstName2,[[field Parent_FirstName(2)]],,,,fieldParentFirstName2,,,,,,,,,,,,,,,
3169,415,DecideSpecEducation,5,fieldParentFirstName1,[[field Parent_FirstName(1)]],,,,fieldParentFirstName1,,0,,,,,,,,,,,,,
3180,315,DecideMedical,2,bothParents,both parents,,,,bothParents,,,,,,,,,,,,,,,
3179,315,DecideMedical,4,fieldParentFirstName2,[[field Parent_FirstName(2)]],,,,fieldParentFirstName2,,,,,,,,,,,,,,,
3178,315,DecideMedical,3,fieldParentFirstName1,[[field Parent_FirstName(1)]],,,,fieldParentFirstName1,,,,,,,,,,,,,,,
3177,316,DecideDental,2,bothParents,both parents,,,,bothParents,,,,,,,,,,,,,,,
3176,316,DecideDental,4,fieldParentFirstName2,[[field Parent_FirstName(2)]],,,,fieldParentFirstName2,,,,,,,,,,,,,,,
3175,316,DecideDental,3,fieldParentFirstName1,[[field Parent_FirstName(1)]],,,,fieldParentFirstName1,,,,,,,,,,,,,,,
1780,780,dup_childcarePayer,11,fieldParentFirstName1ParentOne,"[[field Parent_FirstName(1) ""Parent one""]]",,,,fieldParentFirstName1ParentOne,,0,,,,,,,,,,,,,
3183,317,DecideHealthProviders,2,bothParents,both parents,,,,bothParents,,,,,,,,,,,,,,,
3182,317,DecideHealthProviders,4,fieldParentFirstName2,[[field Parent_FirstName(2)]],,,,fieldParentFirstName2,,,,,,,,,,,,,,,
3181,317,DecideHealthProviders,3,fieldParentFirstName1,[[field Parent_FirstName(1)]],,,,fieldParentFirstName1,,,,,,,,,,,,,,,
7801,2029,dup_weight,10,55,55,,,,55,,0,text,,,,,,,,,,,,
8126,2100,dup_childAbuseAnotherStillContact,1,stillInContact,still in contact,,,,stillInContact,,0,text,,,,,,,,,,,,
1781,780,dup_childcarePayer,12,fieldParentFirstName2ParentTwo,"[[field Parent_FirstName(2) ""Parent Two""]]",,,,fieldParentFirstName2ParentTwo,,0,,,,,,,,,,,,,
9465,2305,Court_jurisdiction,47,Virginia,Virginia,,,,VA,,0,,,,,,,,,,,,,
8025,2063,childAbuseParentOne,3,verbally,verbally,,,,verbally,,0,text,,,,,,,,,,,,
3529,780,daycarePayer,14,fieldParentFirstName2ParentTwosPercent,"[[field Parent_FirstName(2) ""Parent Two""]]'s percent",,,,fieldParentFirstName2ParentTwosPercent,,2,text,,,,,,,,,,,,
3189,320,DecideExtracurricular,2,bothParents,both parents,,,,bothParents,,,,,,,,,,,,,,,
3188,320,DecideExtracurricular,4,fieldParentFirstName2,[[field Parent_FirstName(2)]],,,,fieldParentFirstName2,,,,,,,,,,,,,,,
3528,780,daycarePayer,13,fieldParentFirstName1ParentOnesPercent,"[[field Parent_FirstName(1) ""Parent one""]]'s percent",,,,fieldParentFirstName1ParentOnesPercent,,2,text,,,,,,,,,,,,
3187,320,DecideExtracurricular,3,fieldParentFirstName1,[[field Parent_FirstName(1)]],,,,fieldParentFirstName1,,,,,,,,,,,,,,,
8268,2133,dup_gunLockLoadAmmo,23,aLoadIndicator,a load indicator,,,,aLoadIndicator,,0,,,,,,,,,,,,,
9507,631,HolidayPrecedentVacationSch,2,shallNot,shall not,,,,shallNot,,0,,,,,,,,,,,,,
3193,342,DecideSchoolSports,2,bothParents,both parents,,,,bothParents,,,,,,,,,,,,,,,
3192,342,DecideSchoolSports,4,fieldParentFirstName2,[[field Parent_FirstName(2)]],,,,fieldParentFirstName2,,,,,,,,,,,,,,,
7086,1741,dup_religiousWorship,6,Buddhism ,,,,,,,0,,,,,,,,,,,,,
4041,299,Religion,2,Atheist ,,,,,,,,,,,,,,,,,,,,
4042,299,Religion,3,Baha'i ,,,,,,,,,,,,,,,,,,,,
4043,299,Religion,4,Buddhism ,,,,,,,,,,,,,,,,,,,,
4044,299,Religion,5,Christian - Anglican ,,,,,,,,,,,,,,,,,,,,
4045,299,Religion,6,Christian - Assemblies of God ,,,,,,,,,,,,,,,,,,,,
4046,299,Religion,7,Christian - Baptist ,,,,,,,,,,,,,,,,,,,,
4047,299,Religion,8,Christian - Catholic ,,,,,,,,,,,,,,,,,,,,
4048,299,Religion,9,Christian - Charismatic ,,,,,,,,,,,,,,,,,,,,
3191,342,DecideSchoolSports,3,fieldParentFirstName1,[[field Parent_FirstName(1)]],,,,fieldParentFirstName1,,,,,,,,,,,,,,,
11046,2600,contagiousDiseases,2,chickenPox,chicken pox,,,,chickenPox,,0,text,,,,,,,,,,,,
9466,2305,Court_jurisdiction,48,Washington,Washington,,,,WA,,0,,,,,,,,,,,,,
11024,2589,dup_referralFee,1,no,no,,,,no,,0,text,,,,,,,,,,,,
3197,321,DecideReligiousUpbringing,2,bothParents,both parents,,,,bothParents,,,,,,,,,,,,,,,
3196,321,DecideReligiousUpbringing,4,fieldParentFirstName2,[[field Parent_FirstName(2)]],,,,fieldParentFirstName2,,,,,,,,,,,,,,,
11166,2638,employmentBenefitsVision,0,none,none,,,,none,,0,text,,,,,,,,,,,,
3195,321,DecideReligiousUpbringing,3,fieldParentFirstName1,[[field Parent_FirstName(1)]],,,,fieldParentFirstName1,,,,,,,,,,,,,,,
1634,493,relationshipType,4,marriedAndNoLongerLiveTogether,married and no longer live together,,,,married and no longer live together,,0,text,,,,,,,,,,,,
7087,1741,dup_religiousWorship,5,Baha'i ,,,,,,,0,,,,,,,,,,,,,
1807,780,daycarePayer,15,other payer,other payer,,,,other payer,,20,text,,,,,,,,,,,,
3961,1351,dup_MentalDiagnosis,10,Developmental Disorder,Developmental Disorder,,,,Developmental Disorder,,,,,,,,,,,,,,,
3962,1351,dup_MentalDiagnosis,11,Attention Deficit Disorder (ADD),Attention Deficit Disorder (ADD),,,,Attention Deficit Disorder (ADD),,,,,,,,,,,,,,,
3963,1351,dup_MentalDiagnosis,12,Attention Deficit Hyperactivity Disorder (ADHD),Attention Deficit Hyperactivity Disorder (ADHD),,,,Attention Deficit Hyperactivity Disorder (ADHD),,,,,,,,,,,,,,,
3964,1351,dup_MentalDiagnosis,13,Disruptive Behavior Disorder,Disruptive Behavior Disorder,,,,Disruptive Behavior Disorder,,,,,,,,,,,,,,,
3965,1351,dup_MentalDiagnosis,14,Feeding/Eating Disorder,Feeding/Eating Disorder,,,,Feeding/Eating Disorder,,,,,,,,,,,,,,,
3521,171,TransportToPlace,5,otherLocation,other location:,,,,otherLocation,,10,text,,,,,,,,,,,,
3966,1351,dup_MentalDiagnosis,15,Tic Disorder,Tic Disorder,,,,Tic Disorder,,,,,,,,,,,,,,,
8026,2063,childAbuseParentOne,4,sexually,sexually,,,,sexually,,0,text,,,,,,,,,,,,
6581,1583,state_select,38,Pennsylvania,Pennsylvania,Pennsylvania,,,PA,,,,,,,,,,,,,,,
11025,2589,dup_referralFee,2,maybe,maybe,,,,maybe,,0,text,,,,,,,,,,,,
11113,2626,dup_parentParentFatherMarriage#,3,4,4,,,,4,,0,text,,,,,,,,,,,,
3967,1351,dup_MentalDiagnosis,16,Elimination Disorder,Elimination Disorder,,,,Elimination Disorder,,,,,,,,,,,,,,,
3968,1351,dup_MentalDiagnosis,17,Other,Other,,,,Other,,,,,,,,,,,,,,,
3969,1351,dup_MentalDiagnosis,4,Anxiety,Anxiety,,,,Anxiety,,,,,,,,,,,,,,,
3970,1351,dup_MentalDiagnosis,5,Learning Disorder,Learning Disorder,,,,Learning Disorder,,,,,,,,,,,,,,,
3505,945,choreListOutsidePayment,4,writtenThanks,written thanks,,,,writtenThanks,,0,,,,,,,,,,,,,
7256,962,poisonPlantsIndoor,3,haveNotRemovedAllPoisonousIndoorPlants,have not removed all poisonous indoor plants,,,,haveNotRemovedAllPoisonousIndoorPlants,,0,text,,,,,,,,,,,,
3971,493,relationshipType,9,marriedAndNeverLivedTogether,married and never lived together,,,,marriedAndNeverLivedTogether,,0,,,,,,,,,,,,,
8164,1277,drugTreatmentAgreementP2,1,wouldNot,would not,,,,wouldNot,,0,,,,,,,,,,,,,
9468,2305,Court_jurisdiction,50,West Virginia,West Virginia,,,,WV,,0,,,,,,,,,,,,,
8165,2112,dup_drugTreatmentAgreementP1,0,would,would,,,,would,,0,,,,,,,,,,,,,
6365,1554,drugTestReasons,2,depressionOrWithdrawal,depression or withdrawal,,,,depressionOrWithdrawal,,0,text,,,,,,,,,,,,
7440,1771,dup_parentContactEncourage,1,mostly,,,,,,,0,,,,,,,,,,,,,
3221,358,disResCostOwner,21,otherPayerOrSplit,other payer or split:,,,,otherPayerOrSplit,,10,text,,,,,,,,,,,,
1674,750,reviewGroup,13,other,other:,,,,other,,10,text,,,,,,,,,,,,
1744,764,vitaminsType,5,D,D,,,,D,,,,,,,,,,,,,,,
1745,764,vitaminsType,6,E,E,,,,E,,,,,,,,,,,,,,,
1743,764,vitaminsType,3,C,C,,,,C,,,,,,,,,,,,,,,
1746,764,vitaminsType,2,A,A,,,,A,,,,,,,,,,,,,,,
9469,2305,Court_jurisdiction,51,Wisconsin,Wisconsin,,,,WI,,0,,,,,,,,,,,,,
7088,1741,dup_religiousWorship,25,Deist ,,,,,,,0,,,,,,,,,,,,,
911,152,MentalDiagnosis,13,Attention Deficit Hyperactivity Disorder (ADHD),Attention Deficit Hyperactivity Disorder (ADHD),,,,Attention Deficit Hyperactivity Disorder (ADHD),,,,,,,,,,,,,,,
9470,2305,Court_jurisdiction,52,Wyoming,Wyoming,,,,WY,,0,,,,,,,,,,,,,
3956,1351,dup_MentalDiagnosis,3,none,none,,,,none,,,,,,,,,,,,,,,
3957,1351,dup_MentalDiagnosis,6,Depression,Depression,,,,Depression,,,,,,,,,,,,,,,
3958,1351,dup_MentalDiagnosis,7,Mental Retardation,Mental Retardation,,,,Mental Retardation,,,,,,,,,,,,,,,
3959,1351,dup_MentalDiagnosis,8,Motor Skills Disorder,Motor Skills Disorder,,,,Motor Skills Disorder,,,,,,,,,,,,,,,
3960,1351,dup_MentalDiagnosis,9,Communication Disorder,Communication Disorder,,,,Communication Disorder,,,,,,,,,,,,,,,
3897,1347,dup_MentalDiagnosis,9,Communication Disorder,Communication Disorder,,,,Communication Disorder,,,,,,,,,,,,,,,
3898,1347,dup_MentalDiagnosis,10,Developmental Disorder,Developmental Disorder,,,,Developmental Disorder,,,,,,,,,,,,,,,
3899,1347,dup_MentalDiagnosis,11,Attention Deficit Disorder (ADD),Attention Deficit Disorder (ADD),,,,Attention Deficit Disorder (ADD),,,,,,,,,,,,,,,
3900,1347,dup_MentalDiagnosis,12,Attention Deficit Hyperactivity Disorder (ADHD),Attention Deficit Hyperactivity Disorder (ADHD),,,,Attention Deficit Hyperactivity Disorder (ADHD),,,,,,,,,,,,,,,
3901,1347,dup_MentalDiagnosis,13,Disruptive Behavior Disorder,Disruptive Behavior Disorder,,,,Disruptive Behavior Disorder,,,,,,,,,,,,,,,
9508,630,HolidayPrecedentNormalSch,2,shallNot,shall not,,,,shallNot,,0,,,,,,,,,,,,,
7114,780,daycarePayer,10,bothEqually,both equally,,,,bothEqually,,0,text,,,,,,,,,,,,
3902,1347,dup_MentalDiagnosis,14,Feeding/Eating Disorder,Feeding/Eating Disorder,,,,Feeding/Eating Disorder,,,,,,,,,,,,,,,
3903,1347,dup_MentalDiagnosis,15,Tic Disorder,Tic Disorder,,,,Tic Disorder,,,,,,,,,,,,,,,
3904,1347,dup_MentalDiagnosis,16,Elimination Disorder,Elimination Disorder,,,,Elimination Disorder,,,,,,,,,,,,,,,
3250,945,choreListOutsidePayment,9,other reward,other reward:,,,,other reward,,10,text,,,,,,,,,,,,
3905,1347,dup_MentalDiagnosis,17,Other,Other,,,,Other,,,,,,,,,,,,,,,
7128,531,adoptedBirthMother,3,contactsByMail,contacts by mail,,,,contactsByMail,,0,,,,,,,,,,,,,
3906,1347,dup_MentalDiagnosis,4,Anxiety,Anxiety,,,,Anxiety,,,,,,,,,,,,,,,
3907,1347,dup_MentalDiagnosis,5,Learning Disorder,Learning Disorder,,,,Learning Disorder,,,,,,,,,,,,,,,
3908,1348,dup_MentalDiagnosis,3,none,none,,,,none,,,,,,,,,,,,,,,
3909,1348,dup_MentalDiagnosis,6,Depression,Depression,,,,Depression,,,,,,,,,,,,,,,
3910,1348,dup_MentalDiagnosis,7,Mental Retardation,Mental Retardation,,,,Mental Retardation,,,,,,,,,,,,,,,
3911,1348,dup_MentalDiagnosis,8,Motor Skills Disorder,Motor Skills Disorder,,,,Motor Skills Disorder,,,,,,,,,,,,,,,
4721,1358,ParentOneState,2,Alaska,Alaska,,,,AK,,,,,,,,,,,,,,,
4722,1358,ParentOneState,3,Arizona,Arizona,,,,AZ,,,,,,,,,,,,,,,
3912,1348,dup_MentalDiagnosis,9,Communication Disorder,Communication Disorder,,,,Communication Disorder,,,,,,,,,,,,,,,
3913,1348,dup_MentalDiagnosis,10,Developmental Disorder,Developmental Disorder,,,,Developmental Disorder,,,,,,,,,,,,,,,
3914,1348,dup_MentalDiagnosis,11,Attention Deficit Disorder (ADD),Attention Deficit Disorder (ADD),,,,Attention Deficit Disorder (ADD),,,,,,,,,,,,,,,
3915,1348,dup_MentalDiagnosis,12,Attention Deficit Hyperactivity Disorder (ADHD),Attention Deficit Hyperactivity Disorder (ADHD),,,,Attention Deficit Hyperactivity Disorder (ADHD),,,,,,,,,,,,,,,
3916,1348,dup_MentalDiagnosis,13,Disruptive Behavior Disorder,Disruptive Behavior Disorder,,,,Disruptive Behavior Disorder,,,,,,,,,,,,,,,
3917,1348,dup_MentalDiagnosis,14,Feeding/Eating Disorder,Feeding/Eating Disorder,,,,Feeding/Eating Disorder,,,,,,,,,,,,,,,
3918,1348,dup_MentalDiagnosis,15,Tic Disorder,Tic Disorder,,,,Tic Disorder,,,,,,,,,,,,,,,
3919,1348,dup_MentalDiagnosis,16,Elimination Disorder,Elimination Disorder,,,,Elimination Disorder,,,,,,,,,,,,,,,
3920,1348,dup_MentalDiagnosis,17,Other,Other,,,,Other,,,,,,,,,,,,,,,
3921,1348,dup_MentalDiagnosis,4,Anxiety,Anxiety,,,,Anxiety,,,,,,,,,,,,,,,
3922,1348,dup_MentalDiagnosis,5,Learning Disorder,Learning Disorder,,,,Learning Disorder,,,,,,,,,,,,,,,
3923,1349,dup_MentalDiagnosis,3,none,none,,,,none,,,,,,,,,,,,,,,
3924,1349,dup_MentalDiagnosis,6,Depression,Depression,,,,Depression,,,,,,,,,,,,,,,
3925,1349,dup_MentalDiagnosis,7,Mental Retardation,Mental Retardation,,,,Mental Retardation,,,,,,,,,,,,,,,
3926,1349,dup_MentalDiagnosis,8,Motor Skills Disorder,Motor Skills Disorder,,,,Motor Skills Disorder,,,,,,,,,,,,,,,
3927,1349,dup_MentalDiagnosis,9,Communication Disorder,Communication Disorder,,,,Communication Disorder,,,,,,,,,,,,,,,
3928,1349,dup_MentalDiagnosis,10,Developmental Disorder,Developmental Disorder,,,,Developmental Disorder,,,,,,,,,,,,,,,
3929,1349,dup_MentalDiagnosis,11,Attention Deficit Disorder (ADD),Attention Deficit Disorder (ADD),,,,Attention Deficit Disorder (ADD),,,,,,,,,,,,,,,
3930,1349,dup_MentalDiagnosis,12,Attention Deficit Hyperactivity Disorder (ADHD),Attention Deficit Hyperactivity Disorder (ADHD),,,,Attention Deficit Hyperactivity Disorder (ADHD),,,,,,,,,,,,,,,
7232,990,driveSafe,14,assumeOtherDriversCouldCauseProblems,assume other drivers could cause problems,,,,assumeOtherDriversCouldCauseProblems,,0,,,,,,,,,,,,,
3931,1349,dup_MentalDiagnosis,13,Disruptive Behavior Disorder,Disruptive Behavior Disorder,,,,Disruptive Behavior Disorder,,,,,,,,,,,,,,,
7221,973,gunLockLoadAmmo,6,theGunSafetyOn,the gun safety on,,,,theGunSafetyOn,,0,,,,,,,,,,,,,
3932,1349,dup_MentalDiagnosis,14,Feeding/Eating Disorder,Feeding/Eating Disorder,,,,Feeding/Eating Disorder,,,,,,,,,,,,,,,
3933,1349,dup_MentalDiagnosis,15,Tic Disorder,Tic Disorder,,,,Tic Disorder,,,,,,,,,,,,,,,
3934,1349,dup_MentalDiagnosis,16,Elimination Disorder,Elimination Disorder,,,,Elimination Disorder,,,,,,,,,,,,,,,
3935,1349,dup_MentalDiagnosis,17,Other,Other,,,,Other,,,,,,,,,,,,,,,
